Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Daily_Web_Visits,Ad_Spend,Customer_Segment,Satisfaction_Score,Delivery_Time,Quarter,Promotion_Flag,Return_Rate
2022-11-22,Mouse,Accessories,South,6,2940,609.99,2905,212.44,Frecuente,9.0,2,4,0,0.006
2022-05-29,Headphones,Accessories,East,4,3912,454.89,4816,761.79,Ocasional,9.5,1,2,1,0.107
2022-10-09,Tablet,Electronics,South,8,9392,891.07,2022,345.67,Premium,9.2,8,4,0,0.03
2022-10-21,Monitor,Accessories,West,1,312,43.01,1513,1404.62,Frecuente,7.7,14,4,1,0.149
2023-11-24,Laptop,Electronics,East,9,7731,1459.74,8593,25.92,Premium,6.5,5,4,1,0.001
2023-06-23,Tablet,Electronics,West,1,1081,229.32,4062,231.93,Ocasional,7.5,4,2,1,0.034
2023-08-16,Smartphone,Electronics,West,6,1926,393.01,6050,384.78,Ocasional,9.7,4,3,0,0.006
2022-07-26,Monitor,Accessories,East,3,936,88.51,5478,314.46,Frecuente,9.8,14,3,1,0.117
2024-12-29,Laptop,Electronics,South,9,8550,1970.98,7483,354.15,Premium,9.1,14,4,1,0.087
2023-08-24,Monitor,Accessories,North,4,2468,457.51,7528,990.95,Nuevo,6.8,10,3,0,0.127
2023-09-04,Tablet,Electronics,West,3,801,90.34,3312,504.72,Ocasional,6.8,7,3,1,0.144
2023-01-03,Laptop,Electronics,East,9,2655,701.11,8555,930.24,Ocasional,9.5,3,1,0,0.092
2023-11-30,Smartwatch,Electronics,West,8,3928,700.38,4026,1337.58,Ocasional,6.6,14,4,1,0.035
2024-07-11,Monitor,Accessories,East,8,6488,1438.34,8434,911.78,Ocasional,8.3,1,3,0,0.014
2024-02-03,Headphones,Accessories,West,9,7695,1749.26,4346,1047.91,Nuevo,7.5,3,1,0,0.13
2023-07-19,Headphones,Accessories,West,2,1856,468.19,1554,560.94,Frecuente,7.2,10,3,0,0.037
2022-04-14,Smartwatch,Electronics,North,7,1519,403.63,7720,256.41,Ocasional,8.7,3,2,0,0.134
2024-01-19,Tablet,Electronics,West,3,3549,996.05,786,494.46,Frecuente,9.8,2,1,0,0.132
2024-09-12,Laptop,Electronics,East,3,1656,378.84,7837,1447.14,Ocasional,9.1,9,3,1,0.094
2024-08-24,Keyboard,Accessories,North,7,812,175.55,910,940.28,Frecuente,7.9,1,3,0,0.091
2022-12-25,Mouse,Accessories,North,5,3730,864.41,2464,430.72,Premium,7.8,4,4,1,0.143
2023-12-24,Monitor,Accessories,South,1,1161,210.87,6231,687.35,Nuevo,9.6,9,4,0,0.113
2022-05-18,Headphones,Accessories,North,3,2256,282.52,9444,1256.56,Nuevo,8.3,3,2,0,0.102
2024-09-28,Monitor,Accessories,East,1,359,78.17,4380,1009.3,Frecuente,8.0,11,3,1,0.065
2024-03-23,Headphones,Accessories,East,2,130,11.1,1646,849.77,Nuevo,8.7,2,1,0,0.073
2022-09-26,Mouse,Accessories,South,8,4248,831.54,2712,1330.04,Frecuente,6.9,9,3,1,0.058
2024-10-04,Camera,Electronics,South,5,1825,221.47,9013,1015.21,Frecuente,6.3,2,4,1,0.142
2024-09-25,Keyboard,Accessories,East,2,876,224.01,7403,971.24,Nuevo,9.4,11,3,0,0.096
2023-01-03,Camera,Electronics,North,9,9180,2752.84,1453,300.86,Frecuente,8.4,11,1,1,0.117
2024-03-26,Monitor,Accessories,West,5,1765,160.89,4156,177.46,Frecuente,6.7,12,1,0,0.006
2022-10-06,Monitor,Accessories,South,2,1504,164.51,3013,1448.41,Ocasional,7.2,4,4,0,0.128
2022-06-30,Keyboard,Accessories,South,9,1881,430.78,2189,906.31,Premium,10.0,4,2,0,0.063
2022-01-16,Keyboard,Accessories,East,9,7425,1533.72,8541,635.21,Frecuente,8.5,14,1,1,0.111
2022-10-16,Tablet,Electronics,East,9,720,192.83,6368,891.75,Frecuente,8.5,11,4,0,0.006
2024-05-07,Smartphone,Electronics,West,5,2985,698.22,2205,111.48,Ocasional,6.3,3,2,0,0.134
2022-01-04,Laptop,Electronics,North,9,711,200.11,6681,1236.75,Premium,9.9,1,1,1,0.099
2024-08-13,Printer,Office,South,6,6276,1396.25,4428,340.64,Frecuente,9.6,5,3,0,0.069
2023-01-13,Mouse,Accessories,East,7,7966,955.8,1084,1210.73,Ocasional,8.2,10,1,1,0.046
2023-03-14,Headphones,Accessories,East,8,4200,854.89,4773,810.88,Frecuente,7.2,6,1,0,0.047
2024-05-17,Laptop,Electronics,East,7,455,80.0,2259,429.33,Frecuente,8.8,12,2,0,0.046
2024-10-15,Keyboard,Accessories,South,8,5040,465.36,2829,64.71,Ocasional,9.3,8,4,0,0.02
2023-09-11,Mouse,Accessories,East,1,856,87.69,8850,1227.43,Ocasional,9.1,14,3,0,0.07
2023-07-20,Monitor,Accessories,West,5,5230,385.77,7247,281.16,Premium,9.9,13,3,0,0.068
2022-03-19,Laptop,Electronics,South,5,4635,769.03,1773,96.67,Nuevo,8.5,7,1,1,0.062
2024-12-07,Laptop,Electronics,East,6,5508,360.28,8587,1138.7,Ocasional,7.3,12,4,1,0.105
2023-06-06,Smartphone,Electronics,North,1,258,27.01,5955,538.06,Frecuente,8.0,7,2,0,0.063
2023-07-13,Smartphone,Electronics,East,1,677,88.41,8808,596.21,Ocasional,9.3,1,3,0,0.013
2023-07-10,Monitor,Accessories,West,5,4545,755.05,7597,385.66,Ocasional,7.1,5,3,0,0.128
2024-09-09,Smartphone,Electronics,South,5,4370,1255.36,3723,1291.58,Ocasional,6.9,6,3,0,0.064
2023-01-06,Keyboard,Accessories,East,3,372,57.51,5581,460.05,Ocasional,8.9,14,1,0,0.098
2024-09-05,Camera,Electronics,West,9,3177,629.96,5543,331.09,Ocasional,7.8,12,3,0,0.139
2023-04-19,Printer,Office,South,7,1659,127.48,7339,477.69,Nuevo,9.3,3,2,1,0.115
2023-04-20,Tablet,Electronics,South,3,3360,759.31,2859,320.66,Ocasional,6.6,1,2,1,0.081
2023-03-02,Smartphone,Electronics,West,2,1132,290.56,3664,490.13,Ocasional,7.3,8,1,1,0.082
2024-10-05,Smartwatch,Electronics,East,5,1815,468.62,2825,142.75,Ocasional,7.1,8,4,0,0.127
2023-11-11,Mouse,Accessories,North,1,459,125.19,3313,254.62,Nuevo,8.8,11,4,0,0.124
2023-11-15,Smartphone,Electronics,West,1,1128,73.74,2031,637.24,Nuevo,9.0,4,4,0,0.027
2024-10-30,Monitor,Accessories,East,6,1170,104.63,847,1321.61,Frecuente,7.8,12,4,0,0.094
2022-08-01,Smartwatch,Electronics,North,5,4420,380.69,9430,104.79,Frecuente,7.9,6,3,0,0.13
2024-02-29,Smartphone,Electronics,West,6,456,69.15,1205,334.76,Ocasional,6.5,5,1,1,0.12
2024-02-25,Tablet,Electronics,North,2,1458,154.79,8935,1364.35,Frecuente,8.8,6,1,0,0.019
2024-06-24,Monitor,Accessories,West,7,2989,197.58,529,1337.22,Ocasional,10.0,14,2,0,0.065
2024-12-20,Camera,Electronics,North,4,3424,845.68,7884,1025.59,Ocasional,9.1,6,4,0,0.078
2024-10-14,Mouse,Accessories,West,2,1226,124.25,3619,375.9,Nuevo,6.9,8,4,1,0.039
2024-11-16,Laptop,Electronics,North,8,6760,1097.63,5417,641.32,Frecuente,8.5,13,4,0,0.102
2023-09-25,Smartphone,Electronics,West,1,111,13.61,3181,332.61,Ocasional,7.2,1,3,1,0.071
2023-06-09,Printer,Office,North,5,3275,222.29,5160,210.31,Frecuente,6.1,8,2,0,0.045
2024-09-08,Headphones,Accessories,North,3,2508,498.69,4789,582.4,Ocasional,6.7,10,3,0,0.051
2024-09-01,Keyboard,Accessories,South,8,904,202.35,5532,872.22,Premium,6.4,13,3,1,0.129
2024-09-05,Printer,Office,West,3,1506,427.84,4236,552.7,Ocasional,6.8,1,3,0,0.13
2022-10-23,Smartphone,Electronics,South,3,987,97.01,5597,924.02,Ocasional,9.2,11,4,1,0.122
2022-01-29,Smartphone,Electronics,East,7,2968,728.94,8341,458.46,Ocasional,7.2,12,1,0,0.137
2022-03-17,Mouse,Accessories,South,5,4200,746.86,4628,531.86,Ocasional,9.0,5,1,0,0.143
2024-01-16,Smartwatch,Electronics,North,5,1645,313.66,3933,1190.2,Frecuente,9.8,11,1,0,0.074
2024-11-25,Printer,Office,East,3,3282,492.59,1751,1319.91,Premium,8.3,7,4,1,0.015
2022-02-13,Headphones,Accessories,East,9,4914,1160.45,3917,496.61,Premium,7.9,10,1,1,0.12
2023-03-30,Laptop,Electronics,North,6,3924,762.96,1693,865.84,Nuevo,9.0,6,1,0,0.095
2023-09-12,Headphones,Accessories,South,6,420,65.62,2233,431.68,Nuevo,6.4,3,3,0,0.057
2024-06-28,Printer,Office,West,4,1544,106.02,9546,98.94,Frecuente,7.7,12,2,0,0.146
2022-08-29,Headphones,Accessories,East,2,2046,233.47,1349,1112.03,Frecuente,8.0,4,3,0,0.051
2023-11-22,Headphones,Accessories,West,2,1548,157.48,5079,273.09,Frecuente,9.3,3,4,0,0.136
2023-05-10,Keyboard,Accessories,North,4,3184,478.27,8425,650.05,Ocasional,9.3,13,2,0,0.089
2024-10-17,Printer,Office,South,5,3385,774.86,9555,740.83,Frecuente,9.4,14,4,1,0.005
2023-10-11,Monitor,Accessories,North,1,59,10.32,1893,293.02,Premium,8.8,9,4,0,0.129
2024-05-18,Monitor,Accessories,South,8,5976,1016.99,2053,159.94,Frecuente,8.1,9,2,0,0.114
2023-01-30,Mouse,Accessories,West,3,1791,122.5,4039,535.06,Frecuente,9.3,6,1,1,0.096
2023-01-13,Smartwatch,Electronics,West,2,1644,189.32,5766,1429.38,Frecuente,9.5,9,1,0,0.092
2024-05-17,Tablet,Electronics,West,8,6584,544.62,9618,930.4,Frecuente,7.9,9,2,1,0.033
2022-08-03,Headphones,Accessories,East,5,1620,325.87,2473,584.49,Ocasional,9.9,8,3,0,0.032
2024-02-06,Mouse,Accessories,West,9,2736,407.22,2061,77.59,Ocasional,9.5,10,1,0,0.004
2024-04-11,Monitor,Accessories,South,4,1064,274.47,2905,908.4,Frecuente,8.0,8,2,0,0.023
2024-06-18,Camera,Electronics,South,7,2667,363.5,8806,156.54,Ocasional,6.3,13,2,0,0.05
2023-04-03,Headphones,Accessories,South,3,735,217.79,785,822.97,Frecuente,6.9,10,2,1,0.081
2024-12-18,Laptop,Electronics,East,1,58,11.25,4111,1132.89,Ocasional,9.1,6,4,0,0.02
2023-04-25,Camera,Electronics,South,7,3136,850.3,1630,646.91,Nuevo,6.4,10,2,0,0.084
2023-09-17,Mouse,Accessories,East,4,3936,374.34,1992,463.13,Premium,7.9,4,3,0,0.039
2022-11-23,Smartphone,Electronics,East,9,6102,947.91,9210,90.13,Nuevo,8.4,3,4,0,0.038
2024-05-17,Smartphone,Electronics,North,8,9408,552.44,515,56.67,Ocasional,9.5,12,2,0,0.142
2022-12-14,Mouse,Accessories,South,9,7875,1243.56,3554,656.44,Ocasional,9.4,9,4,1,0.149
2024-10-13,Keyboard,Accessories,North,9,9900,576.8,9196,1327.35,Frecuente,9.1,1,4,0,0.122
2024-10-16,Keyboard,Accessories,North,2,430,114.91,6277,381.21,Frecuente,7.6,5,4,0,0.008
2023-09-18,Mouse,Accessories,South,3,813,238.1,1181,869.6,Premium,6.6,14,3,0,0.109
2023-12-09,Camera,Electronics,South,4,4176,980.11,4917,1032.77,Nuevo,8.7,9,4,0,0.027
2023-10-02,Camera,Electronics,South,4,3084,348.38,9723,110.03,Ocasional,6.7,13,4,0,0.085
2022-03-31,Mouse,Accessories,West,7,8008,1593.65,4304,246.59,Frecuente,8.2,8,1,1,0.134
2024-06-12,Smartwatch,Electronics,South,4,4608,963.5,5521,510.29,Ocasional,9.9,1,2,1,0.057
2024-06-16,Headphones,Accessories,West,4,4356,614.62,5552,1011.74,Premium,8.2,3,2,0,0.139
2023-09-04,Printer,Office,South,1,566,169.17,6774,669.77,Frecuente,8.6,2,3,0,0.106
2022-12-02,Laptop,Electronics,East,7,945,75.21,2278,1106.61,Ocasional,8.7,11,4,0,0.045
2022-11-12,Smartwatch,Electronics,North,4,2200,484.33,8477,1304.04,Ocasional,9.3,11,4,1,0.014
2024-12-30,Mouse,Accessories,North,1,746,131.25,9891,1142.39,Ocasional,7.7,7,4,0,0.122
2024-12-06,Monitor,Accessories,East,5,3505,678.18,1854,1488.53,Ocasional,8.0,11,4,0,0.069
2024-05-26,Monitor,Accessories,East,5,4795,819.12,8273,1136.45,Ocasional,6.7,8,2,1,0.011
2024-10-20,Monitor,Accessories,North,5,4590,650.05,8260,1281.23,Ocasional,8.5,11,4,0,0.015
2023-05-04,Monitor,Accessories,North,4,2092,467.02,7545,1251.9,Premium,7.2,10,2,1,0.145
2024-05-09,Mouse,Accessories,South,8,3568,334.13,4023,1100.79,Ocasional,8.0,7,2,0,0.036
2023-12-07,Smartphone,Electronics,West,9,10404,2028.21,4953,1206.67,Ocasional,9.1,10,4,0,0.145
2022-12-10,Printer,Office,South,9,7029,1005.58,8472,1403.33,Frecuente,6.1,5,4,0,0.102
2022-11-21,Laptop,Electronics,West,8,664,126.6,1952,723.31,Frecuente,8.3,11,4,0,0.045
2024-11-20,Tablet,Electronics,West,3,1923,274.0,8373,964.66,Frecuente,6.7,13,4,0,0.058
2022-11-30,Printer,Office,West,7,2471,566.51,9246,782.11,Frecuente,7.1,3,4,0,0.117
2024-01-03,Smartphone,Electronics,North,2,258,64.12,6977,1279.53,Ocasional,6.1,10,1,1,0.065
2024-10-29,Smartwatch,Electronics,East,9,1134,267.26,3743,658.41,Premium,6.7,2,4,0,0.011
2024-09-24,Headphones,Accessories,East,5,855,238.83,5811,1233.2,Ocasional,9.9,6,3,0,0.034
2024-04-09,Smartwatch,Electronics,West,9,3231,670.85,976,1203.04,Premium,10.0,10,2,0,0.129
2024-09-05,Tablet,Electronics,South,7,3591,266.59,9352,1443.59,Premium,8.9,4,3,0,0.104
2024-02-03,Camera,Electronics,East,2,254,20.48,3752,388.4,Frecuente,8.4,4,1,1,0.075
2023-03-17,Smartphone,Electronics,South,5,5930,1193.32,1042,1070.24,Frecuente,9.1,6,1,0,0.037
2024-07-15,Headphones,Accessories,West,2,1344,297.99,8047,1140.24,Nuevo,9.6,2,3,1,0.071
2023-03-20,Laptop,Electronics,East,1,920,98.31,6746,1405.69,Frecuente,8.1,9,1,0,0.118
2022-08-28,Printer,Office,North,9,5454,385.51,6415,1362.22,Frecuente,6.1,2,3,0,0.012
2022-12-01,Laptop,Electronics,West,8,9512,663.23,1013,868.82,Frecuente,8.8,5,4,1,0.149
2023-01-21,Mouse,Accessories,North,4,2972,827.46,7632,877.15,Frecuente,9.9,5,1,0,0.129
2024-05-23,Smartwatch,Electronics,West,3,3360,465.02,6554,267.59,Ocasional,7.0,14,2,0,0.048
2022-10-24,Tablet,Electronics,West,4,1004,240.13,8039,1462.94,Ocasional,7.9,14,4,0,0.131
2024-12-25,Headphones,Accessories,West,2,1944,332.55,8359,397.43,Frecuente,7.4,2,4,1,0.102
2023-09-18,Monitor,Accessories,East,5,5055,1200.09,2513,1092.61,Ocasional,7.6,3,3,0,0.1
2022-07-18,Smartwatch,Electronics,West,2,128,8.33,2501,1197.78,Frecuente,8.9,11,3,0,0.021
2024-03-09,Smartphone,Electronics,East,3,633,163.03,9275,673.0,Ocasional,7.5,5,1,0,0.136
2022-12-14,Printer,Office,South,3,2523,506.7,5544,332.57,Ocasional,9.8,10,4,0,0.068
2023-11-06,Printer,Office,West,1,196,39.6,4660,299.66,Frecuente,9.2,13,4,1,0.12
2022-02-11,Printer,Office,East,9,4212,552.96,3228,1287.61,Ocasional,6.1,3,1,0,0.045
2024-03-28,Monitor,Accessories,North,1,63,17.29,6570,775.92,Ocasional,9.3,14,1,0,0.046
2023-07-02,Mouse,Accessories,South,8,2752,394.66,7662,153.4,Frecuente,9.1,1,3,0,0.145
2024-11-11,Mouse,Accessories,West,3,1989,419.61,521,1081.19,Nuevo,8.1,4,4,0,0.074
2024-03-09,Laptop,Electronics,East,8,8032,466.19,5750,390.25,Nuevo,8.0,8,1,1,0.009
2022-01-21,Tablet,Electronics,South,6,3702,407.34,9937,1317.06,Frecuente,9.3,13,1,0,0.125
2022-10-17,Smartwatch,Electronics,East,8,456,90.24,3166,478.17,Ocasional,7.7,8,4,1,0.034
2023-02-10,Camera,Electronics,West,7,5355,1143.16,3168,316.4,Ocasional,6.6,2,1,0,0.132
2024-03-04,Camera,Electronics,West,1,972,261.91,8842,145.59,Ocasional,7.3,4,1,0,0.137
2022-01-08,Headphones,Accessories,South,5,3290,797.82,1089,777.07,Ocasional,7.1,11,1,0,0.011
2022-11-24,Laptop,Electronics,East,1,735,139.31,4276,687.09,Nuevo,8.7,8,4,0,0.087
2024-10-24,Tablet,Electronics,North,3,3336,798.26,4853,1131.94,Ocasional,6.7,1,4,0,0.147
2022-10-03,Keyboard,Accessories,West,3,2082,346.53,8079,707.61,Ocasional,8.6,8,4,0,0.14
2024-07-18,Keyboard,Accessories,East,2,1340,129.89,1725,528.85,Premium,7.9,6,3,1,0.079
2022-03-13,Laptop,Electronics,East,5,1160,227.13,4623,407.25,Frecuente,9.4,1,1,1,0.102
2024-09-21,Monitor,Accessories,East,4,1272,299.84,1947,431.66,Nuevo,7.9,4,3,0,0.091
2022-01-14,Printer,Office,West,3,2817,588.47,7982,1393.21,Ocasional,9.7,14,1,0,0.03
2024-03-05,Monitor,Accessories,East,3,1464,264.67,6506,264.32,Premium,9.6,10,1,1,0.098
2023-02-13,Headphones,Accessories,West,1,307,60.51,5219,1482.5,Nuevo,6.7,1,1,0,0.05
2022-10-01,Tablet,Electronics,West,6,5706,1306.92,4232,503.84,Ocasional,8.7,1,4,0,0.051
2024-05-25,Headphones,Accessories,North,1,1112,100.47,1955,150.82,Ocasional,6.9,5,2,1,0.063
2023-07-15,Keyboard,Accessories,West,1,1147,133.48,9257,388.06,Premium,9.3,7,3,0,0.128
2023-02-11,Laptop,Electronics,North,2,330,66.57,6652,106.45,Ocasional,8.5,7,1,0,0.036
2023-07-12,Monitor,Accessories,North,4,2176,250.89,3531,1189.24,Premium,7.2,10,3,0,0.038
2022-03-19,Headphones,Accessories,South,7,7616,1317.79,4432,778.58,Frecuente,7.0,3,1,0,0.001
2024-07-16,Printer,Office,North,1,1091,258.3,7398,518.74,Ocasional,7.7,1,3,0,0.023
2024-04-03,Tablet,Electronics,East,2,1026,279.76,7335,999.83,Nuevo,9.2,10,2,1,0.147
2024-11-17,Tablet,Electronics,West,2,210,42.04,4880,953.36,Frecuente,9.2,13,4,1,0.065
2022-09-17,Printer,Office,North,2,180,10.78,3377,1411.01,Nuevo,6.1,3,3,0,0.029
2024-09-12,Tablet,Electronics,North,4,380,72.88,6769,1442.67,Nuevo,7.2,6,3,1,0.145
2023-08-13,Monitor,Accessories,West,8,7664,1580.55,6753,1027.41,Premium,7.7,9,3,1,0.004
2022-10-22,Smartphone,Electronics,East,8,6056,1029.9,6197,1230.37,Frecuente,8.3,3,4,0,0.073
2022-01-28,Mouse,Accessories,North,6,606,104.52,1192,1192.79,Ocasional,6.6,13,1,1,0.121
2024-03-30,Monitor,Accessories,North,3,750,193.86,4991,747.13,Ocasional,7.3,4,1,1,0.116
2024-12-11,Printer,Office,East,2,1218,218.88,6332,1062.6,Frecuente,9.5,8,4,1,0.028
2023-03-26,Laptop,Electronics,West,2,2162,355.45,9525,135.82,Ocasional,7.9,5,1,1,0.106
2023-03-13,Headphones,Accessories,East,9,2223,347.01,5492,1141.87,Ocasional,9.0,10,1,0,0.093
2023-09-19,Smartphone,Electronics,West,7,4452,920.05,3755,1443.51,Ocasional,7.9,3,3,0,0.101
2022-02-08,Printer,Office,West,1,184,50.19,5780,145.76,Ocasional,7.9,2,1,1,0.04
2022-04-05,Headphones,Accessories,North,3,288,77.38,2183,1257.45,Premium,8.5,8,2,1,0.122
2024-01-24,Camera,Electronics,West,2,834,150.12,1361,1400.81,Frecuente,7.0,13,1,0,0.084
2023-08-20,Keyboard,Accessories,East,5,4025,923.17,6941,354.76,Premium,7.0,9,3,0,0.109
2023-09-08,Headphones,Accessories,West,7,4732,1084.28,9868,796.72,Nuevo,10.0,11,3,0,0.141
2022-05-19,Headphones,Accessories,West,5,4025,407.72,8537,1393.23,Nuevo,9.5,7,2,1,0.128
2023-07-15,Printer,Office,South,8,2416,500.93,6044,1441.13,Ocasional,9.0,2,3,0,0.117
2024-03-16,Tablet,Electronics,North,7,1897,524.69,882,209.27,Premium,6.5,6,1,0,0.043
2022-04-16,Mouse,Accessories,East,4,840,190.13,9885,536.53,Ocasional,6.1,14,2,0,0.008
2022-01-02,Mouse,Accessories,North,8,6600,360.45,4771,1053.25,Frecuente,6.7,11,1,0,0.086
2022-10-20,Laptop,Electronics,West,2,2362,342.27,3251,347.91,Frecuente,9.8,10,4,1,0.005
2024-02-04,Headphones,Accessories,South,6,2958,577.27,8978,500.66,Frecuente,9.3,5,1,0,0.107
2024-03-22,Tablet,Electronics,East,1,477,56.49,7590,54.47,Ocasional,8.1,9,1,0,0.111
2022-06-04,Keyboard,Accessories,North,3,942,84.8,7621,247.21,Premium,9.9,9,2,0,0.084
2023-01-21,Camera,Electronics,East,2,2084,586.72,3138,852.25,Ocasional,6.6,10,1,1,0.025
2023-08-16,Tablet,Electronics,West,6,4584,473.37,9922,986.57,Nuevo,8.2,13,3,0,0.131
2022-05-28,Printer,Office,East,1,1118,319.28,4802,980.39,Ocasional,6.7,10,2,0,0.089
2024-04-30,Mouse,Accessories,North,9,4005,652.15,5548,1171.97,Premium,7.2,4,2,0,0.077
2024-03-04,Smartwatch,Electronics,East,5,4610,1293.37,7634,634.62,Nuevo,9.8,4,1,1,0.085
2024-10-14,Keyboard,Accessories,South,1,551,86.84,6769,424.77,Ocasional,9.5,9,4,1,0.012
2022-08-05,Printer,Office,West,1,75,19.29,2136,43.06,Frecuente,6.4,13,3,1,0.111
2023-12-19,Mouse,Accessories,South,6,6576,1899.67,3373,325.81,Ocasional,7.0,14,4,0,0.009
2023-03-26,Printer,Office,North,6,6432,1410.52,3931,482.33,Nuevo,8.4,9,1,1,0.087
2022-08-08,Headphones,Accessories,South,7,7763,1444.27,9501,283.75,Frecuente,6.2,8,3,1,0.025
2024-03-02,Monitor,Accessories,East,7,2240,622.29,7287,49.81,Ocasional,8.2,12,1,0,0.031
2022-12-04,Headphones,Accessories,East,6,5298,1209.88,3980,253.02,Frecuente,8.3,14,4,1,0.035
2023-07-15,Smartwatch,Electronics,North,2,116,32.27,7479,1005.83,Premium,7.2,1,3,1,0.002
2022-02-02,Tablet,Electronics,East,8,6728,1140.19,7515,951.79,Ocasional,7.2,5,1,1,0.134
2022-12-02,Monitor,Accessories,North,5,490,55.59,4245,1404.81,Premium,6.9,5,4,1,0.121
2024-01-26,Monitor,Accessories,North,7,2765,699.86,4329,1201.29,Frecuente,9.7,8,1,0,0.005
2022-04-21,Smartphone,Electronics,West,8,2680,598.97,8995,860.28,Frecuente,7.6,5,2,0,0.009
2023-08-19,Camera,Electronics,East,2,2174,335.37,5837,223.58,Frecuente,8.3,5,3,0,0.117
2024-04-11,Monitor,Accessories,North,9,5562,1258.12,1920,854.83,Frecuente,7.2,1,2,0,0.001
2022-09-27,Smartphone,Electronics,East,8,9208,2595.33,7337,111.16,Ocasional,8.8,1,3,0,0.07
2024-08-31,Smartphone,Electronics,West,4,4512,546.71,6100,657.71,Frecuente,6.4,7,3,0,0.016
2024-03-04,Camera,Electronics,West,9,7974,1965.96,5334,597.58,Frecuente,6.3,14,1,1,0.089
2022-04-30,Monitor,Accessories,East,6,4944,1335.04,7388,653.16,Nuevo,9.0,5,2,0,0.15
2022-03-19,Printer,Office,South,3,1611,234.84,9117,434.14,Nuevo,8.9,4,1,1,0.026
2024-07-05,Smartwatch,Electronics,West,9,4599,618.89,3639,1035.03,Frecuente,7.1,4,3,0,0.144
2024-03-21,Laptop,Electronics,East,6,4380,419.3,4483,1264.6,Frecuente,7.4,14,1,0,0.13
2024-10-20,Headphones,Accessories,South,2,2376,580.26,2300,1157.41,Premium,9.8,10,4,0,0.148
2023-01-03,Monitor,Accessories,South,9,6588,1800.9,6647,949.07,Premium,6.4,10,1,0,0.115
2022-01-05,Mouse,Accessories,East,5,3745,720.08,4325,816.75,Frecuente,6.7,3,1,0,0.129
2022-06-18,Camera,Electronics,North,5,5305,1389.25,3752,66.0,Nuevo,7.7,13,2,0,0.089
2023-05-19,Tablet,Electronics,North,8,1608,332.12,7116,1089.94,Ocasional,7.1,3,2,0,0.13
2024-07-18,Monitor,Accessories,East,9,4977,745.81,4377,826.57,Frecuente,8.6,14,3,0,0.017
2022-02-09,Smartphone,Electronics,East,7,4529,273.97,4911,420.7,Nuevo,8.8,14,1,0,0.111
2024-04-15,Camera,Electronics,West,7,4690,319.42,4680,505.21,Frecuente,8.1,8,2,0,0.094
2024-11-12,Keyboard,Accessories,East,4,2424,544.07,2956,1404.7,Frecuente,8.4,13,4,0,0.009
2024-11-27,Keyboard,Accessories,North,6,3594,610.77,1695,944.06,Frecuente,7.7,14,4,0,0.044
2022-05-03,Keyboard,Accessories,North,7,3962,491.9,8358,724.35,Frecuente,9.0,9,2,0,0.032
2024-03-14,Camera,Electronics,East,2,944,149.38,1371,938.96,Nuevo,6.2,11,1,1,0.061
2022-12-20,Smartwatch,Electronics,West,6,6792,1787.97,3586,632.34,Frecuente,7.3,9,4,0,0.03
2023-03-06,Tablet,Electronics,North,7,6804,1383.81,6841,715.87,Ocasional,8.7,8,1,1,0.041
2024-09-20,Camera,Electronics,South,6,816,98.75,1747,449.66,Frecuente,7.3,5,3,1,0.044
2022-07-10,Monitor,Accessories,North,6,5916,544.59,6727,670.98,Nuevo,6.3,10,3,0,0.09
2022-06-17,Mouse,Accessories,South,5,5730,310.58,7464,1034.68,Ocasional,7.4,4,2,0,0.02
2024-05-13,Headphones,Accessories,East,7,8288,785.54,6797,79.11,Frecuente,8.8,3,2,0,0.036
2022-06-24,Headphones,Accessories,South,2,2046,394.93,3397,1196.64,Premium,6.5,4,2,0,0.048
2022-06-05,Tablet,Electronics,East,9,5031,1149.48,687,438.81,Nuevo,8.9,1,2,0,0.067
2022-03-10,Keyboard,Accessories,South,9,1764,417.95,8929,1030.19,Ocasional,9.1,14,1,0,0.006
2022-07-23,Laptop,Electronics,South,8,1880,486.88,3602,971.23,Frecuente,8.5,4,3,1,0.15
2023-12-25,Smartwatch,Electronics,West,2,200,10.45,8147,985.89,Nuevo,7.0,12,4,0,0.045
2022-10-06,Mouse,Accessories,East,3,2688,476.77,2379,920.03,Premium,9.2,7,4,0,0.043
2023-01-02,Laptop,Electronics,West,4,3216,213.81,2042,1439.47,Frecuente,6.9,5,1,1,0.083
2023-12-21,Camera,Electronics,East,8,8440,1504.18,7892,772.35,Ocasional,9.6,4,4,0,0.128
2024-04-26,Tablet,Electronics,East,7,1582,208.42,9427,1103.83,Frecuente,8.8,12,2,0,0.069
2024-07-12,Laptop,Electronics,North,1,58,10.79,8675,1064.07,Frecuente,6.2,8,3,0,0.037
2022-03-26,Smartwatch,Electronics,West,8,608,163.18,7636,369.68,Frecuente,9.2,7,1,0,0.085
2024-11-19,Smartphone,Electronics,North,3,183,41.82,2843,439.29,Premium,8.0,10,4,1,0.072
2024-07-02,Monitor,Accessories,West,5,3105,744.26,9175,647.55,Premium,7.8,12,3,0,0.063
2023-04-13,Monitor,Accessories,North,5,2450,485.18,6844,430.99,Frecuente,7.7,10,2,0,0.148
2022-12-05,Laptop,Electronics,North,3,3024,622.29,2135,562.78,Nuevo,8.4,7,4,0,0.149
2023-04-20,Printer,Office,East,4,3856,747.79,1728,598.62,Ocasional,8.9,13,2,0,0.084
